,SMILES,Cluster
8514,CN(C)C[C@H]1CCn2c(c(C3=C(Nc4ccccc4)C(=O)NC3=O)c3ccccc32)C1,1648
8515,O=C1NC(=O)C(c2c3n(c4ccccc24)CC[C@@H](CO)C3)=C1Nc1ccccc1,1648
8518,CN(C)C[C@@H]1CCc2c(C3=C(Nc4ccccc4)C(=O)NC3=O)c3ccccc3n2C1,1648
8520,CN(C)C[C@H]1Cc2c(C3=C(Nc4ccccc4)C(=O)NC3=O)c3ccccc3n2C1,1648
8519,O=C1NC(=O)C(c2c3n(c4ccccc24)C[C@@H](CO)C3)=C1Nc1ccccc1,1648
8517,CN(C)C[C@H]1CCc2c(C3=C(Nc4ccccc4)C(=O)NC3=O)c3ccccc3n2C1,1648
8516,CN(C)C[C@@H]1CCn2c(c(C3=C(Nc4ccccc4)C(=O)NC3=O)c3ccccc32)C1,1648
8512,CN(C)C[C@@H]1Cc2c(C3=C(Nc4ccccc4)C(=O)NC3=O)c3ccccc3n2C1,1648
8511,O=C1NC(=O)C(c2c3n(c4ccccc24)C[C@H](CO)C3)=C1Nc1ccccc1,1648
8510,CC(=O)NC[C@H]1Cc2c(C3=C(Nc4ccccc4)C(=O)NC3=O)c3ccccc3n2C1,1648
8508,CCNC[C@H]1Cc2c(C3=C(Nc4ccccc4)C(=O)NC3=O)c3ccccc3n2C1,1648
4108,O=C1NC(=O)C(c2cn(CCCN3CCCCC3)c3ccccc23)=C1Nc1ccccc1,1648
4054,O=C1NC(=O)C(c2cn(CCCN3CCCC3)c3ccccc23)=C1Nc1ccccc1,1648
28976,COc1cc(-c2ccc3c(-c4cc5cc(CN6CCCCC6)ccc5[nH]4)n[nH]c3c2)ccc1O,1649
8103,NCc1nn[nH]c1-c1ccc2c(-c3cc4cc(CN5CCC(F)CC5)ccc4[nH]3)n[nH]c2c1,1649
46415,c1cc2[nH]c(-c3n[nH]c4cc(-c5cnsc5)ccc34)cc2cc1CN1CCCCC1,1649
28973,N#Cc1ccc2c(-c3cc4cc(CN5CCOCC5)ccc4[nH]3)n[nH]c2c1,1649
8101,CC(=O)N1CCN(Cc2ccc3[nH]c(-c4n[nH]c5cc(-c6nnn[nH]6)ccc45)cc3c2)CC1,1649
8102,OCc1nn[nH]c1-c1ccc2c(-c3cc4cc(CN5CCC(F)CC5)ccc4[nH]3)n[nH]c2c1,1649
29201,CNC(=O)c1ccc2c(-c3cc4cc(CN5CCOCC5)ccc4[nH]3)n[nH]c2c1,1649
29028,OCc1n[nH]nc1-c1ccc2c(-c3cc4cc(CN5CCCCC5)ccc4[nH]3)n[nH]c2c1,1649
8278,CC(=O)N1CCN(Cc2ccc3[nH]c(-c4n[nH]c5cc(C#N)ccc45)cc3c2)CC1,1649
8414,c1cc2[nH]c(-c3n[nH]c4cc(-c5cn[nH]c5)ccc34)cc2cc1CN1CCOCC1,1649
8397,c1cn(-c2ccc3c(-c4cc5cc(CN6CCCCC6)ccc5[nH]4)n[nH]c3c2)nn1,1649
8403,N#Cc1ccc2c(-c3cc4cc(CN5CCC(CN)CC5)ccc4[nH]3)n[nH]c2c1,1649
8094,Cc1c(CNc2ccc3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)ncn1CCN1CCOCC1,1650
58617,N#Cc1cnc2c(c1Nc1ccc(c(c1)Cl)F)cc(nc2)NCc1cccnc1,1650
8404,Cc1[nH]cnc1CNc1ccc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1,1650
5469,C[C@@H](Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cn1)c1ccccc1,1650
6542,COc1ncc(-c2cc3c(C)nc(N)nc3n(N3CCCC3)c2=O)cc1F,1651
47019,CNc1ncc2c(-c3ccc(N4CCN(C)CC4)nc3)nn(CC3CCCC3)c2n1,1652
6317,CCCCNc1ncc2c(-c3ccccc3)nn(CC3CCC(N)CC3)c2n1,1652
6314,NC1CCC(Cn2nc(-c3ccccc3)c3cnc(NCCCc4ccccc4)nc32)CC1,1652
6316,CCCNc1ncc2c(-c3ccccc3)nn(CC3CCC(N)CC3)c2n1,1652
6327,N[C@H]1CC[C@H](Cn2nc(-c3ccc(F)cc3)c3cnc(NCCCc4ccccc4)nc32)CC1,1652
47310,CNc1ncc2c(-c3ccc(N4CCN(C)CC4)cc3)nn(CC3CCCC3)c2n1,1652
47143,CNc1ncc2c(-c3ccc(N4CCNCC4)nc3)nn(CC3CCCC3)c2n1,1652
6326,CCCCNc1ncc2c(-c3ccc(F)cc3)nn(C[C@H]3CC[C@H](N)CC3)c2n1,1652
6319,NC1CCC(Cn2nc(-c3ccccc3)c3cnc(NCc4ccccc4)nc32)CC1,1652
6320,COc1ccc(CNc2ncc3c(-c4ccccc4)nn(CC4CCC(N)CC4)c3n2)cc1,1652
6325,N[C@H]1CC[C@H](Cn2nc(-c3ccc(N4CCNCC4)cc3)c3cnc(NCCCc4ccccc4)nc32)CC1,1652
6324,CCCCNc1ncc2c(-c3ccc(N4CCNCC4)cc3)nn(C[C@H]3CC[C@H](N)CC3)c2n1,1652
6318,CCCCCNc1ncc2c(-c3ccccc3)nn(CC3CCC(N)CC3)c2n1,1652
6315,CNc1ncc2c(-c3ccc(N4CCNCC4)cc3)nn(CC3CCC(N)CC3)c2n1,1652
6313,CNc1ncc2c(-c3ccc(OC)cc3)nn(CC3CCC(N)CC3)c2n1,1652
6321,NC1CCC(Cn2nc(-c3ccccc3)c3cnc(NCCc4ccccc4)nc32)CC1,1652
6322,CCCCNc1ncc2c(-c3ccc(N4CCNCC4)nc3)nn(C[C@H]3CC[C@H](N)CC3)c2n1,1652
6323,N[C@H]1CC[C@H](Cn2nc(-c3ccc(N4CCNCC4)nc3)c3cnc(NCCCc4ccccc4)nc32)CC1,1652
5629,CC(C)(CO)CNc1nccc(-c2c(-c3ccc(F)cc3)nc3c(OCC(F)(F)F)nccn23)n1,1653
5397,Cc1nccn2c(-c3ccnc(NCC(C)(C)CO)n3)c(-c3ccc(F)cc3)nc12,1653
5128,CN(C)CC(C)(C)CNc1nccc(-c2c(-c3ccc(F)cc3)nc3occn23)n1,1653
5238,CN(C)CC(C)(C)CNc1nccc(-c2c(-c3ccc(F)cc3)nc3cnccn23)n1,1653
5685,COc1nccn2c(-c3ccnc(NCC(C)(C)CO)n3)c(-c3ccc(F)cc3)nc12,1653
5603,Cc1cn2c(-c3ccnc(NCC(C)(C)CO)n3)c(-c3ccc(F)cc3F)nc2c(C)n1,1653
5604,CC(C)Oc1nccn2c(-c3ccnc(NCC(C)(C)CO)n3)c(-c3ccc(F)cc3F)nc12,1653
5356,CC(C)COc1nccn2c(-c3ccnc(NCC(C)(C)CO)n3)c(-c3ccc(F)cc3)nc12,1653
5622,CCc1nccn2c(-c3ccnc(NCC(C)(C)O)n3)c(-c3ccc(F)cc3F)nc12,1653
5319,COCC(C)(C)CNc1nccc(-c2c(-c3ccc(F)cc3)nc3c(C)nccn23)n1,1653
5540,Cc1nccn2c(-c3ccnc(NCC(C)(C)O)n3)c(-c3ccc(F)cc3F)nc12,1653
5354,CC(C)Oc1nccn2c(-c3ccnc(NCC(C)(C)O)n3)c(-c3ccc(F)cc3F)nc12,1653
5525,COc1nccn2c(-c3ccnc(NCC(C)(C)CO)n3)c(-c3ccc(F)cc3F)nc12,1653
5453,CC(C)(CO)CNc1nccc(-c2c(-c3ccc(F)cc3)nc3cnccn23)n1,1653
5314,CC(C)(CO)CNc1nccc(-c2c(-c3ccc(F)cc3)nc3c(CCN)nccn23)n1,1653
5149,COCCNc1nccc(-c2c(-c3ccc(F)cc3)nc3cnccn23)n1,1653
5461,CC(C)(CO)CNc1nccc(-c2c(-c3ccc(F)cc3)nc3c(CC4CC4)nccn23)n1,1653
5458,Cc1nccn2c(-c3ccnc(NCC(C)(C)CO)n3)c(-c3ccc(F)cc3F)nc12,1653
12608,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2)C(C)CN(C)CC3)ncc1Cl,1654
5491,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(OC)c(OC)c(OC)c2)ncc1Cl,1654
5079,CCOc1ccc(-c2cn([C@@H]3OC[C@@H](O)[C@H]3O)c3ncnc(Nc4ccccc4OC)c23)cc1,1655
48219,CCOc1ccc(-c2cn([C@@H]3OC[C@@H](O)[C@H]3O)c3ncnc(Nc4ccc(C#N)cc4)c23)cc1,1655
27612,Cc1ccccc1-c1cn([C@@H]2OC[C@@H](O)[C@H]2O)c2ncnc(Nc3ccc4c(c3)OCCO4)c12,1655
5304,N#Cc1ccc(Nc2ncnc3c2c(-c2ccc(Cl)cc2)cn3[C@@H]2OC[C@@H](O)[C@H]2O)cc1,1655
5005,Cc1cn2c(=O)cc(N3CCOCC3)nc2n1Cc1cccc(Cl)c1Cl,1656
5017,O=c1cc(N2CCOC(CO)C2)nc2n(Cc3cccc(Cl)c3Cl)ccn12,1656
5012,O=c1c(F)c(N2CCOCC2)nc2n(Cc3cccc(Cl)c3Cl)ccn12,1656
5013,CC1CN(c2cc(=O)n3ccn(Cc4cccc(Cl)c4Cl)c3n2)CCO1,1656
5002,O=c1cc(N2CCOCC2)nc2n(Cc3cccc4ccccc34)ccn12,1656
5001,O=c1cc(N2CCOCC2)nc2n(Cc3cccc(Cl)c3Cl)ccn12,1656
6937,O=c1ncn(Cc2cccc(Cl)c2Cl)c2nc(N3CCOCC3)sc12,1656
5009,Cc1c(C)n2c(=O)cc(N3CCOCC3)nc2n1Cc1cccc(Cl)c1Cl,1656
5003,O=c1cc(N2CCOCC2)nc2n(Cc3cccc(Cl)c3)ccn12,1656
5008,O=c1cc(N2CCOCC2)nc2n(Cc3cccc(Cl)c3Cl)c3ccccc3n12,1656
4807,N#Cc1ccc(-c2ccc(C(=O)N(Cc3ccccc3-c3ccccc3)c3ccc(N4CCNCC4)cc3)o2)cc1,1657
4810,Cc1noc(C)c1-c1ccccc1CN(C(=O)c1ccc(-c2ccc(C#N)cc2)o1)c1ccc(N2CCNCC2)cc1,1657
4809,N#Cc1ccc(-c2ccc(C(=O)N(Cc3ccccc3-c3ccncc3)c3ccc(N4CCNCC4)cc3)o2)cc1,1657
4812,N#Cc1ccc(-c2ccc(C(=O)N(Cc3ccccc3-c3cccc(C#N)c3)c3ccc(N4CCNCC4)cc3)o2)cc1,1657
4811,N#Cc1ccc(-c2ccc(C(=O)N(Cc3ccccc3-c3ccc(C#N)cc3)c3ccc(N4CCNCC4)cc3)o2)cc1,1657
4808,N#Cc1ccc(-c2ccc(C(=O)N(Cc3ccccc3-c3ccccc3F)c3ccc(N4CCNCC4)cc3)o2)cc1,1657
4813,COc1cccc(-c2ccccc2CN(C(=O)c2ccc(-c3ccc(C#N)cc3)o2)c2ccc(N3CCNCC3)cc2)c1,1657
4815,N#Cc1ccc(-c2ccc(C(=O)N(Cc3ccccc3-c3ccccn3)c3ccc(N4CCNCC4)cc3)o2)cc1,1657
4822,COc1ccncc1-c1ncccc1CN(C(=O)c1ccc(-c2ccc(C#N)cc2)o1)c1ccc(N2CCNCC2)cc1,1657
4814,N#Cc1ccc(-c2ccc(C(=O)N(Cc3ccccc3-c3cccnc3)c3ccc(N4CCNCC4)cc3)o2)cc1,1657
4821,COc1ccccc1-c1ncccc1CN(C(=O)c1ccc(-c2ccc(C#N)cc2)o1)c1ccc(N2CCNCC2)cc1,1657
4820,COc1ccccc1-c1ccccc1CN(C(=O)c1ccc(-c2ccc(C#N)cc2)o1)c1ccc(N2CCNCC2)cc1,1657
4817,COc1cncc(-c2ccccc2CN(C(=O)c2ccc(-c3ccc(C#N)cc3)o2)c2ccc(N3CCNCC3)cc2)c1,1657
4818,COc1ccncc1-c1ccccc1CN(C(=O)c1ccc(-c2ccc(C#N)cc2)o1)c1ccc(N2CCNCC2)cc1,1657
4819,COc1cc(-c2ccccc2CN(C(=O)c2ccc(-c3ccc(C#N)cc3)o2)c2ccc(N3CCNCC3)cc2)ccn1,1657
9580,N#Cc1ccc(-c2cc3c(o2)C(=O)N(Cc2ccccc2-c2cncnc2)c2ccc(N4CCNCC4)cc2C3)cc1,1657
4816,N#Cc1ccc(-c2ccc(C(=O)N(Cc3ccccc3-c3cncnc3)c3ccc(N4CCNCC4)cc3)o2)cc1,1657
6312,N#Cc1ccc(-c2ccc(C3=NOC(c4ccccc4-c4cncnc4)N3c3ccc(N4CCNCC4)cc3)o2)cc1,1657
9572,N#Cc1ccc(-c2cc3c(o2)C(=O)N(Cc2ccccc2-c2cncc(F)c2)c2ccc(N4CCNCC4)cc2C3)cc1,1658
9578,COc1ccncc1-c1ccccc1CN1C(=O)c2oc(-c3ccc(C#N)cc3)cc2Cc2cc(N3CCNCC3)ccc21,1658
12897,N#Cc1ccc(-c2ccc(-c3nccn3-c3ccc(N4CCNCC4)cc3F)o2)cc1,1658
9574,COc1cncc(-c2ccccc2CN2C(=O)c3oc(-c4ccc(C#N)cc4)cc3Cc3cc(N4CCNCC4)ccc32)c1,1658
12900,N#Cc1ccc(-c2ccc(-c3nccn3-c3ccc(N4CCNCC4)cc3Br)o2)cc1,1658
12899,Cc1cc(N2CCNCC2)ccc1-n1ccnc1-c1ccc(-c2ccc(C#N)cc2)o1,1658
4734,Clc1ccc(-c2cc3c(o2)-c2nccn2-c2ccc(N4CCNCC4)cc2OC3)cc1,1658
4729,N#Cc1ccc(-c2cc3c(o2)-c2nccn2-c2ccc(N4CCNCC4)cc2C3)cc1,1658
4728,Clc1ccc(-c2cc3c(o2)-c2nccn2-c2ccc(N4CCNCC4)cc2C3)cc1,1658
12901,N#Cc1ccc(-c2ccc(-c3nccn3-c3ccc(N4CCNCC4)c(Cl)c3)o2)cc1,1658
4731,N#Cc1ccc(-c2cc3c(o2)-c2nncn2-c2ccc(N4CCNCC4)cc2C3)cc1,1658
4732,Fc1ccc(-c2cc3c(o2)-c2nncn2-c2ccc(N4CCNCC4)cc2C3)cc1,1658
4733,Cc1cnc2n1-c1ccc(N3CCNCC3)cc1Cc1cc(-c3ccc(Cl)cc3)oc1-2,1658
4730,Clc1ccc(-c2cc3c(o2)-c2nncn2-c2ccc(N4CCNCC4)cc2C3)cc1,1658
9577,COc1ncccc1-c1ccccc1CN1C(=O)c2oc(-c3ccc(C#N)cc3)cc2Cc2cc(N3CCNCC3)ccc21,1658
9576,N#Cc1ccc(-c2cc3c(o2)C(=O)N(Cc2ccccc2-c2cccnc2)c2ccc(N4CCNCC4)cc2C3)cc1,1658
12898,N#Cc1ccc(-c2ccc(-c3nccn3-c3ccc(N4CCNCC4)cc3Cl)o2)cc1,1658
4455,Cn1cc(/C=C2\C(=O)NN=C2c2nccs2)c2c(OCc3c(F)cccc3Cl)cccc21,1659
4426,O=c1[nH]ccc2c(Cc3nnc4ccc(-c5cccc(F)c5)nn34)cccc12,1660
4421,O=c1[nH]ccc2c(Cc3nnc4ccc(-c5ccsc5)nn34)cccc12,1660
4428,N#Cc1cccc(-c2ccc3nnc(Cc4cccc5c(=O)[nH]ccc45)n3n2)c1,1660
4427,O=c1[nH]ccc2c(Cc3nnc4ccc(-c5cccc([N+](=O)[O-])c5)nn34)cccc12,1660
4417,O=c1[nH]ccc2c(Cc3nnc4ccc(-c5cnn(CCO)c5)nn34)cccc12,1660
4373,O=c1[nH]ccc2c(Cc3nnc4ccc(-c5cn[nH]c5)nn34)cccc12,1660
4424,O=c1[nH]ccc2c(Cc3nnc4ccc(-c5ccccc5Cl)nn34)cccc12,1660
4423,O=c1[nH]ccc2c(Cc3nnc4ccc(-c5csc6ccccc56)nn34)cccc12,1660
4425,O=c1[nH]ccc2c(Cc3nnc4ccc(-c5cccc(Cl)c5)nn34)cccc12,1660
4422,O=c1[nH]ccc2c(Cc3nnc4ccc(-c5cccnc5)nn34)cccc12,1660
4418,O=c1[nH]ccc2c(Cc3nnc4ccc(-c5cnn(C6CCNCC6)c5)nn34)cccc12,1660
4430,COc1cccc(-c2ccc3nnc(Cc4cccc5c(=O)[nH]ccc45)n3n2)c1,1660
4416,O=c1[nH]ccc2c(Cc3nnc4ccc(-c5ccccc5)nn34)cccc12,1660
4419,O=c1[nH]ccc2c(Cc3nnc4ccc(N5CCCC5)nn34)cccc12,1660
4420,O=c1[nH]ccc2c(Cc3nnc4ccc(N5CCCCC5)nn34)cccc12,1660
4415,Cn1cc(-c2ccc3nnc(Cc4cccc5c(=O)[nH]ccc45)n3n2)cn1,1660
4429,O=c1[nH]ccc2c(Cc3nnc4ccc(-c5cccc(O)c5)nn34)cccc12,1660
4318,CNC(=O)c1cccc2c1nc(Nc1ccccc1F)c1ccncc12,1661
4236,CNC(=O)c1cccc2c1nc(Nc1c(F)cccc1F)c1ccncc12,1661
4319,NC(=O)c1cccc2c1nc(Nc1c(F)cccc1F)c1ccncc12,1661
4282,CNC(=O)c1cccc2c1nc(Nc1cccc(Cl)c1)c1ccncc12,1661
4313,CNC(=O)c1cccc2c1nc(Nc1cccc(OC)c1Cl)c1ccncc12,1661
3862,COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)c2cc1OCCCN1CCOCC1,1662
3576,CC(=O)N1CCN(c2ccc(Nc3nccc(-c4sc(C(C)C)nc4-c4cccc(NS(=O)(=O)c5ccccc5)c4)n3)cn2)CC1,1663
3580,CC(=O)N1CCN(c2ccc(Nc3nccc(-c4sc(C(C)C)nc4-c4cccc(NS(=O)(=O)c5ccccc5F)c4)n3)cn2)CC1,1663
3584,CC(=O)N1CCN(c2ccc(Nc3nccc(-c4sc(C(C)C)nc4-c4cccc(NS(=O)(=O)c5cc(F)ccc5F)c4)n3)cn2)CC1,1663
9179,CC(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2)c(-c2ccnc(NCCS(C)(=O)=O)n2)s1,1663
9176,CC(C)c1nc(-c2cccc(NS(=O)(=O)c3cccc(F)c3)c2)c(-c2ccnc(NC3CC3)n2)s1,1663
9177,CC(C)c1nc(-c2cccc(NS(=O)(=O)c3cccc(F)c3)c2)c(-c2ccnc(NCC(N)=O)n2)s1,1663
3589,CC(c1sc(c(n1)c1ccc(c(c1)NS(=O)(=O)c1c(F)cccc1F)F)c1ccnc(n1)Nc1ccc(nc1)N1CCOCC1)C,1663
3575,CC(C)c1nc(-c2cccc(NS(=O)(=O)c3ccccc3)c2)c(-c2ccnc(Nc3ccc4c(c3)CN(C)CC4)n2)s1,1663
3586,CC(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2)c(-c2ccnc(Nc3ccc(N4CCOCC4)nc3)n2)s1,1663
3587,CC(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(Nc3ccc(N4CCOCC4)nc3)n2)s1,1663
3588,CC(C)c1nc(-c2cc(F)cc(NS(=O)(=O)c3c(F)cccc3F)c2)c(-c2ccnc(Nc3ccc(N4CCOCC4)nc3)n2)s1,1663
8995,CC(C)c1nc(-c2ccc(F)c(NS(=O)(=O)c3c(F)cccc3F)c2)c(-c2ccnc(NCCS(C)(=O)=O)n2)s1,1663
3581,CC(=O)N1CCN(c2ccc(Nc3nccc(-c4sc(C(C)C)nc4-c4cccc(NS(=O)(=O)c5cccc(F)c5)c4)n3)cn2)CC1,1663
3574,CC(C)c1nc(-c2cccc(NC(=O)c3c(F)cccc3F)c2)c(-c2ccnc(Nc3ccc4c(c3)CN(C)CC4)n2)s1,1663
3585,CC(=O)N1CCN(c2ccc(Nc3nccc(-c4sc(C(C)C)nc4-c4cccc(NS(=O)(=O)c5c(F)cccc5F)c4)n3)cn2)CC1,1663
15426,CS(=O)(=O)c1cccc(Nc2nccc(-c3sc(N4CCOCC4)nc3-c3cccc(NS(=O)(=O)c4c(F)cccc4F)c3)n2)c1,1663
3583,CC(=O)N1CCN(c2ccc(Nc3nccc(-c4sc(C(C)C)nc4-c4cccc(NS(=O)(=O)c5cccc(Cl)c5)c4)n3)cn2)CC1,1663
3582,CC(=O)N1CCN(c2ccc(Nc3nccc(-c4sc(C(C)C)nc4-c4cccc(NS(=O)(=O)c5ccc(F)cc5)c4)n3)cn2)CC1,1663
3184,Cc1cc(Nc2cc(C)c(C#N)c(N[C@@H](C)CCCC(C)(C)O)n2)n[nH]1,1664
33267,Cc1cc(Nc2cc(C)c(C#N)c(NCCOc3cccnc3)n2)n[nH]1,1664
3158,Cc1cc(Nc2cc(C)c(C#N)c(NCCO)n2)n[nH]1,1664
3181,Cc1cc(Nc2cc(C)c(C#N)c(SCCCCCC(C)(C)O)n2)n[nH]1,1664
3159,Cc1cc(Nc2cc(C)c(C#N)c(NCCCCCCO)n2)n[nH]1,1664
3183,Cc1cc(Nc2cc(C)c(C#N)c(NC(C)CCCC(C)(C)O)n2)n[nH]1.Cl,1664
35028,CCc1ccc(OCCNc2nc(Nc3cc(C)[nH]n3)cc(C)c2C#N)cn1,1664
34437,Cc1cc(Nc2cc(C)c(C#N)c(NCCOc3ccccn3)n2)n[nH]1,1664
3160,Cc1cc(Nc2cc(C)c(C#N)c(SCCCCCCO)n2)n[nH]1,1664
3161,Cc1cc(Nc2cc(C)c(C#N)c(SCCCCCCN)n2)n[nH]1,1664
31080,Cc1ccc(OCCNc2nc(Nc3cc(C)[nH]n3)cc(C)c2C#N)cn1,1664
34317,Cc1cc(Nc2cc(C)c(C#N)c(NCCOc3ccncc3)n2)n[nH]1,1664
39313,Cc1ccc(OCCNc2nc(Nc3cc(C)[nH]n3)cc(C)c2C#N)c(C)n1,1664
3182,Cc1cc(Nc2cc(C)c(C#N)c(NCCCCCC(C)(C)O)n2)n[nH]1,1664
39221,Cc1cc(Nc2cc(C)c(C#N)c(NCCOc3ccccc3)n2)n[nH]1,1664
3271,CCCCCCSc1nc(Nc2cc(C)[nH]n2)cc(C)c1C#N,1664
40143,Cc1cc(Nc2cc(C)c(C#N)c(NCCOc3ccccc3Cl)n2)n[nH]1,1664
36041,Cc1cc(Nc2cc(C)c(C#N)c(NCCOc3cccnc3C)n2)n[nH]1,1664
2480,Cc1cccc(Nc2ncnn3ccc(CN4CCC(N)CC4)c23)c1,1665
2481,Cc1ccc(Nc2ncnn3ccc(CN4CCC(N)CC4)c23)cc1,1665
2482,NC1CCN(Cc2ccn3ncnc(Nc4cccc(F)c4)c23)CC1,1665
14509,COc1cccc(c1)Nc1ncnn2c1c(cc2)CN1CC[C@H]([C@@H](C1)O)N,1665
2479,Cc1ccccc1Nc1ncnn2ccc(CN3CCC(N)CC3)c12,1665
2477,C#Cc1cccc(Nc2ncnn3ccc(CN4CCC(N)CC4)c23)c1,1665
50404,CC(C)n1nnc(-c2cc(O)cc(Nc3ncnn4ccc(CN5CCC(N)CC5)c34)c2)n1,1665
10588,Cc1cncc(Cn2ncc3cc(Nc4ncnn5ccc(CN6CCC(N)CC6)c45)ccc32)c1,1665
2478,NC1CCN(Cc2ccn3ncnc(Nc4ccccc4)c23)CC1,1665
10603,NC1CCN(Cc2ccn3ncnc(Nc4ccc(OCc5cnccn5)c(Cl)c4)c23)CC1,1665
10604,NC1CCN(Cc2ccn3ncnc(Nc4ccc(OCc5cccc[n+]5[O-])c(Cl)c4)c23)CC1,1665
2483,NC1CCN(Cc2ccn3ncnc(Nc4cccc(Cl)c4)c23)CC1,1665
9069,O[C@H]1CNCCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)C1,1665
2485,NC1CCN(Cc2ccn3ncnc(Nc4ccc(F)c(Cl)c4)c23)CC1,1665
2484,NC1CCN(Cc2ccn3ncnc(Nc4cccc(Br)c4)c23)CC1,1665
13033,NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1cc(Cl)ccc1Cl,1666
13037,NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1cc(C(F)(F)F)ccc1C(F)(F)F,1666
5089,NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1ccc(Cl)cc1Cl,1666
13038,CCc1ccc(Cl)cc1-c1[nH]c(-c2ccnc(N)n2)cc1C(N)=O,1666
13036,NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1cc(OC(F)(F)F)ccc1Cl,1666
5066,Cc1cccc(-c2[nH]c(-c3ccnc(N)n3)cc2C(N)=O)c1C,1666
1957,Nc1nccc(n1)c1[nH]c(c(c1)C(=O)N)c1ccccc1,1666
1972,NC(=O)c1cc(-c2nc(N)ncc2Cl)[nH]c1-c1ccccc1,1666
5301,NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1ccc(Cl)cc1F,1666
1943,NC(=O)c1cc(-c2ccncc2)[nH]c1-c1ccccc1,1666
1971,NC(=O)c1cc(-c2ccncc2F)[nH]c1-c1ccccc1,1666
1973,NC(=O)c1cc(-c2nc(N)ncc2Br)[nH]c1-c1ccccc1,1666
1969,NC(=O)c1cc(-c2nc(N)ncc2F)[nH]c1-c1ccccc1,1666
13039,CCc1ccc(C(F)(F)F)cc1-c1[nH]c(-c2ccnc(N)n2)cc1C(N)=O,1666
13034,Cc1ccc(C(F)(F)F)cc1-c1[nH]c(-c2ccnc(N)n2)cc1C(N)=O,1666
13031,Cc1ccc(Cl)cc1-c1[nH]c(-c2ccnc(N)n2)cc1C(N)=O,1666
13035,NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1cc(C(F)(F)F)ccc1Cl,1666
1945,NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1cccs1,1666
1577,Cc1cc2n[nH]c(=O)n2c2cc(-c3ccc(CN4CCNCC4)cc3)ccc12,1667
1585,Cc1cc2n[nH]c(=O)n2c2cc(-c3ccc(CN4CCOCC4)cc3)ccc12,1667
1591,Cc1cc2n[nH]c(=O)n2c2cc(-c3ccncc3)ccc12,1667
1600,Cc1cc2n[nH]c(=O)n2c2cc(-c3cn[nH]c3)ccc12,1667
1576,CCNC(=O)c1ccc(-c2ccc3c(C)cc4n[nH]c(=O)n4c3c2)cc1,1667
1567,CCN(CC)CCOc1ccc(-c2ccc3c(C)cc4n[nH]c(=O)n4c3c2)cc1,1667
1598,Cc1cc2n[nH]c(=O)n2c2cc(-c3ccc[nH]3)ccc12,1667
5809,O=c1[nH]nc2cc(CO)c3ccc(-c4ccsc4)cc3n12,1667
1599,Cc1cc2n[nH]c(=O)n2c2cc(-c3cc[nH]c3)ccc12,1667
5803,Nc1cc2n[nH]c(=O)n2c2cc(-c3ccsc3)ccc12,1667
5806,Nc1cc2n[nH]c(=O)n2c2cc(-c3cn[nH]c3)ccc12,1667
1584,Cc1cc2n[nH]c(=O)n2c2cc(-c3ccc(CN4CCN(C)CC4)cc3)ccc12,1667
1550,Cc1cc2n[nH]c(=O)n2c2cc(-c3ccco3)ccc12,1667
1578,Cc1cc2n[nH]c(=O)n2c2cc(-c3cccc(CN4CCNCC4)c3)ccc12,1667
5810,COCc1cc2n[nH]c(=O)n2c2cc(-c3ccsc3)ccc12,1667
5802,Nc1cc2n[nH]c(=O)n2c2cc(-c3cccs3)ccc12,1667
1590,Cc1cc2n[nH]c(=O)n2c2cc(-c3ccc(CO)cc3)ccc12,1667
1597,Cc1cc2n[nH]c(=O)n2c2cc(-c3cccs3)ccc12,1667
1522,CCN1Cc2ccccc2C[C@@H]1C(=O)Nc1cc(F)c(-c2cn[nH]c2)cc1OCCN(C)C,1668
1521,CN(C)CCOc1cc(-c2cn[nH]c2)c(F)cc1NC(=O)[C@H]1Cc2ccccc2CN1C,1668
1523,CN(C)CCOc1cc(-c2cn[nH]c2)c(F)cc1NC(=O)[C@H]1Cc2ccccc2CN1CC1CC1,1668
1520,CN(C)CCOc1cc(-c2cn[nH]c2)c(F)cc1NC(=O)[C@H]1Cc2ccccc2CN1,1668
